bus_id,bus_name,bus_type,dur,date_dep,date_arrival,time_dep,time_arrival,star_rate,price,seat_available,route_name,loc_dep,loc_arrival,operator
30967209,APSRTC - 9401,Super Luxury (NON AC Seater 2+2 Push Back),07h 50m,2024-08-14,2024-08-14,2024-08-14 08:00:00,2024-08-14 15:50:00,3.9,412,33,Hyderabad to Vijayawada,Hyderabad,Vijayawada,govt
26056262,APSRTC - 3572,DOLPHIN CRUISE (VOLVO / SCANIA AC Multi Axle),05h 59m,2024-08-14,2024-08-14,2024-08-14 08:05:00,2024-08-14 14:04:00,4.0,633,39,Hyderabad to Vijayawada,Hyderabad,Vijayawada,govt
30042159,APSRTC - 3749,Super Luxury (NON AC Seater 2+2 Push Back),06h 55m,2024-08-14,2024-08-14,2024-08-14 08:50:00,2024-08-14 15:45:00,3.8,412,29,Hyderabad to Vijayawada,Hyderabad,Vijayawada,govt
30957959,APSRTC - 9357,Super Luxury (NON AC Seater 2+2 Push Back),07h 35m,2024-08-14,2024-08-14,2024-08-14 09:15:00,2024-08-14 16:50:00,3.9,412,25,Hyderabad to Vijayawada,Hyderabad,Vijayawada,govt
26056212,APSRTC - 40569,Super Luxury (NON AC Seater 2+2 Push Back),07h 20m,2024-08-14,2024-08-14,2024-08-14 09:40:00,2024-08-14 17:00:00,3.7,414,28,Hyderabad to Vijayawada,Hyderabad,Vijayawada,govt
26056218,APSRTC - 3634,AMARAVATHI (VOLVO / SCANIA AC Multi Axle),05h 50m,2024-08-14,2024-08-14,2024-08-14 10:10:00,2024-08-14 16:00:00,4.2,633,32,Hyderabad to Vijayawada,Hyderabad,Vijayawada,govt
26056216,APSRTC - 3598,Super Luxury (NON AC Seater 2+2 Push Back),07h 00m,2024-08-14,2024-08-14,2024-08-14 10:35:00,2024-08-14 17:35:00,2.8,412,34,Hyderabad to Vijayawada,Hyderabad,Vijayawada,govt
26056206,APSRTC - 35086,AMARAVATHI (VOLVO / SCANIA AC Multi Axle),05h 45m,2024-08-14,2024-08-14,2024-08-14 11:15:00,2024-08-14 17:00:00,3.7,633,40,Hyderabad to Vijayawada,Hyderabad,Vijayawada,govt
26056298,APSRTC - 3580,AMARAVATHI (VOLVO / SCANIA AC Multi Axle),05h 45m,2024-08-14,2024-08-14,2024-08-14 12:15:00,2024-08-14 18:00:00,4.2,633,31,Hyderabad to Vijayawada,Hyderabad,Vijayawada,govt
26056244,APSRTC - 24256,INDRA(AC. Seater),05h 30m,2024-08-14,2024-08-14,2024-08-14 12:30:00,2024-08-14 18:00:00,4.0,528,22,Hyderabad to Vijayawada,Hyderabad,Vijayawada,govt
26056275,APSRTC - 9319,Super Luxury (NON AC Seater 2+2 Push Back),06h 20m,2024-08-14,2024-08-14,2024-08-14 13:00:00,2024-08-14 19:20:00,4.0,412,33,Hyderabad to Vijayawada,Hyderabad,Vijayawada,govt
26076216,APSRTC - 3576,AMARAVATHI (VOLVO / SCANIA AC Multi Axle),06h 15m,2024-08-14,2024-08-14,2024-08-14 13:15:00,2024-08-14 19:30:00,3.8,633,11,Hyderabad to Vijayawada,Hyderabad,Vijayawada,govt
26056241,APSRTC - 35154,Super Luxury (NON AC Seater 2+2 Push Back),06h 40m,2024-08-14,2024-08-14,2024-08-14 13:40:00,2024-08-14 20:20:00,3.5,412,6,Hyderabad to Vijayawada,Hyderabad,Vijayawada,govt
26056232,APSRTC - 9363,Super Luxury (NON AC Seater 2+2 Push Back),06h 20m,2024-08-14,2024-08-14,2024-08-14 14:00:00,2024-08-14 20:20:00,4.0,412,30,Hyderabad to Vijayawada,Hyderabad,Vijayawada,govt
26056296,APSRTC - 3578,DOLPHIN CRUISE (VOLVO / SCANIA AC Multi Axle),05h 45m,2024-08-14,2024-08-14,2024-08-14 14:15:00,2024-08-14 20:00:00,3.7,633,9,Hyderabad to Vijayawada,Hyderabad,Vijayawada,govt
31851610,APSRTC - 24291,INDRA(AC. Seater),04h 35m,2024-08-14,2024-08-14,2024-08-14 14:25:00,2024-08-14 19:00:00,3.9,528,14,Hyderabad to Vijayawada,Hyderabad,Vijayawada,govt
26056294,APSRTC - 3722,Super Luxury (NON AC Seater 2+2 Push Back),06h 15m,2024-08-14,2024-08-14,2024-08-14 14:30:00,2024-08-14 20:45:00,4.0,412,29,Hyderabad to Vijayawada,Hyderabad,Vijayawada,govt
26056234,APSRTC - 3859,DOLPHIN CRUISE (VOLVO / SCANIA AC Multi Axle),06h 10m,2024-08-14,2024-08-14,2024-08-14 15:15:00,2024-08-14 21:25:00,2.8,633,15,Hyderabad to Vijayawada,Hyderabad,Vijayawada,govt
26056292,APSRTC - 3546,AMARAVATHI (VOLVO / SCANIA AC Multi Axle),06h 15m,2024-08-14,2024-08-14,2024-08-14 16:15:00,2024-08-14 22:30:00,3.9,633,1,Hyderabad to Vijayawada,Hyderabad,Vijayawada,govt
26862744,APSRTC - 95703,Super Luxury (NON AC Seater 2+2 Push Back),06h 05m,2024-08-14,2024-08-15,2024-08-14 21:25:00,2024-08-15 03:30:00,3.3,452,1,Hyderabad to Vijayawada,Hyderabad,Vijayawada,govt
28644037,APSRTC - 93101,Super Luxury (NON AC Seater 2+2 Push Back),07h 15m,2024-08-14,2024-08-15,2024-08-14 21:50:00,2024-08-15 05:05:00,3.9,469,1,Hyderabad to Vijayawada,Hyderabad,Vijayawada,govt
32048919,APSRTC - 91277,Super Luxury (NON AC Seater 2+2 Push Back),06h 45m,2024-08-14,2024-08-15,2024-08-14 22:15:00,2024-08-15 05:00:00,,469,1,Hyderabad to Vijayawada,Hyderabad,Vijayawada,govt
32048977,APSRTC - 99147,"ULTRA DELUXE (NON AC, 2+2 PUSH BACK)",07h 40m,2024-08-14,2024-08-15,2024-08-14 22:20:00,2024-08-15 06:00:00,,417,3,Hyderabad to Vijayawada,Hyderabad,Vijayawada,govt
27361070,APSRTC - 91483,Super Luxury (NON AC Seater 2+2 Push Back),07h 00m,2024-08-14,2024-08-15,2024-08-14 22:45:00,2024-08-15 05:45:00,1.9,469,1,Hyderabad to Vijayawada,Hyderabad,Vijayawada,govt
26056239,APSRTC - 3887,DOLPHIN CRUISE (VOLVO / SCANIA AC Multi Axle),05h 25m,2024-08-14,2024-08-15,2024-08-14 23:55:00,2024-08-15 05:20:00,4.2,633,3,Hyderabad to Vijayawada,Hyderabad,Vijayawada,govt
27239658,FRESHBUS,Electric AC Seater (2+2),06h 40m,2024-08-14,2024-08-14,2024-08-14 11:00:00,2024-08-14 17:40:00,4.8,600,17,Hyderabad to Vijayawada,Hyderabad,Vijayawada,govt
26542676,FRESHBUS,Electric AC Seater (2+2),05h 55m,2024-08-14,2024-08-14,2024-08-14 04:35:00,2024-08-14 10:30:00,4.7,700,6,Hyderabad to Vijayawada,Hyderabad,Vijayawada,govt
26306351,FRESHBUS,Electric AC Seater (2+2),05h 55m,2024-08-14,2024-08-14,2024-08-14 05:50:00,2024-08-14 11:45:00,4.7,850,14,Hyderabad to Vijayawada,Hyderabad,Vijayawada,govt
31564525,AdIntrCity SmartBus,AC Seater / Sleeper (2+1),05h 40m,2024-08-14,2024-08-15,2024-08-14 00:15:00,2024-08-15 05:55:00,4.2,1521,30,Hyderabad to Vijayawada,Hyderabad,Vijayawada,govt
9391857,Svkdt travels,AC Sleeper (2+1),06h 15m,2024-08-14,2024-08-15,2024-08-14 23:35:00,2024-08-15 05:50:00,4.6,1390,9,Hyderabad to Vijayawada,Hyderabad,Vijayawada,govt
26306356,FRESHBUS,Electric AC Seater (2+2),06h 25m,2024-08-14,2024-08-15,2024-08-14 23:10:00,2024-08-15 05:35:00,4.6,1549,13,Hyderabad to Vijayawada,Hyderabad,Vijayawada,govt
17088345,IntrCity SmartBus,Scania AC Multi Axle Sleeper (2+1),06h 31m,2024-08-14,2024-08-15,2024-08-14 23:59:00,2024-08-15 06:30:00,4.6,2214,28,Hyderabad to Vijayawada,Hyderabad,Vijayawada,govt
30816054,AdSri Sanvi Tours and Travels,AC Sleeper (2+1),05h 41m,2024-08-14,2024-08-15,2024-08-14 23:12:00,2024-08-15 04:53:00,4.5,1259,13,Hyderabad to Vijayawada,Hyderabad,Vijayawada,govt
26348502,IntrCity SmartBus,AC Seater / Sleeper (2+1),06h 55m,2024-08-14,2024-08-15,2024-08-14 23:05:00,2024-08-15 06:00:00,4.5,1521,30,Hyderabad to Vijayawada,Hyderabad,Vijayawada,govt
26058596,FRESHBUS,Electric AC Seater (2+2),06h 40m,2024-08-14,2024-08-14,2024-08-14 11:25:00,2024-08-14 18:05:00,4.6,700,15,Hyderabad to Vijayawada,Hyderabad,Vijayawada,govt
28039576,IntrCity SmartBus,AC Seater / Sleeper (2+1),05h 45m,2024-08-14,2024-08-15,2024-08-14 23:50:00,2024-08-15 05:35:00,4.4,1500,35,Hyderabad to Vijayawada,Hyderabad,Vijayawada,govt
24442219,IntrCity SmartBus,AC Seater / Sleeper (2+1),06h 20m,2024-08-14,2024-08-15,2024-08-14 23:45:00,2024-08-15 06:05:00,4.5,1521,27,Hyderabad to Vijayawada,Hyderabad,Vijayawada,govt
26058597,FRESHBUS,Electric AC Seater (2+2),06h 20m,2024-08-14,2024-08-14,2024-08-14 13:05:00,2024-08-14 19:25:00,4.5,740,17,Hyderabad to Vijayawada,Hyderabad,Vijayawada,govt
26058599,FRESHBUS,Electric AC Seater (2+2),06h 10m,2024-08-14,2024-08-15,2024-08-14 00:20:00,2024-08-15 06:30:00,4.5,1249,16,Hyderabad to Vijayawada,Hyderabad,Vijayawada,govt
27267125,GMRK Tours and Travels,Volvo AC Semi Sleeper (2+2),05h 40m,2024-08-14,2024-08-15,2024-08-14 23:45:00,2024-08-15 05:25:00,4.5,1179,29,Hyderabad to Vijayawada,Hyderabad,Vijayawada,govt
23890650,NueGo,Electric AC Seater (2+2),06h 05m,2024-08-14,2024-08-14,2024-08-14 05:00:00,2024-08-14 11:05:00,4.5,474,26,Hyderabad to Vijayawada,Hyderabad,Vijayawada,govt
30557310,NueGo,Electric AC Seater/Sleeper (2+1),07h 10m,2024-08-14,2024-08-15,2024-08-14 22:00:00,2024-08-15 05:10:00,4.6,1461,12,Hyderabad to Vijayawada,Hyderabad,Vijayawada,govt
22301772,IntrCity SmartBus,AC Sleeper (2+1),06h 40m,2024-08-14,2024-08-15,2024-08-14 23:25:00,2024-08-15 06:05:00,4.4,2113,26,Hyderabad to Vijayawada,Hyderabad,Vijayawada,govt
26930263,FRESHBUS,Electric AC Seater (2+2),06h 30m,2024-08-14,2024-08-15,2024-08-14 22:50:00,2024-08-15 05:20:00,4.4,1549,11,Hyderabad to Vijayawada,Hyderabad,Vijayawada,govt
26058598,FRESHBUS,Electric AC Seater (2+2),06h 15m,2024-08-14,2024-08-15,2024-08-14 23:40:00,2024-08-15 05:55:00,4.4,1249,21,Hyderabad to Vijayawada,Hyderabad,Vijayawada,govt
26701867,NueGo,Electric AC Seater (2+2),06h 20m,2024-08-14,2024-08-14,2024-08-14 06:00:00,2024-08-14 12:20:00,4.4,505,21,Hyderabad to Vijayawada,Hyderabad,Vijayawada,govt
8826324,Svkdt travels,AC Seater / Sleeper (2+1),05h 55m,2024-08-14,2024-08-15,2024-08-14 23:35:00,2024-08-15 05:30:00,4.4,1690,1,Hyderabad to Vijayawada,Hyderabad,Vijayawada,govt
30277470,NueGo,Electric AC Seater (2+2),07h 30m,2024-08-14,2024-08-15,2024-08-14 22:30:00,2024-08-15 06:00:00,4.4,1044,28,Hyderabad to Vijayawada,Hyderabad,Vijayawada,govt
28994627,NueGo,Electric AC Seater (2+2),06h 40m,2024-08-14,2024-08-15,2024-08-14 22:35:00,2024-08-15 05:15:00,4.5,1139,19,Hyderabad to Vijayawada,Hyderabad,Vijayawada,govt
20818483,Sri KVR Travels,AC Sleeper (2+1),05h 40m,2024-08-14,2024-08-15,2024-08-14 23:35:00,2024-08-15 05:15:00,4.4,1490,10,Hyderabad to Vijayawada,Hyderabad,Vijayawada,govt
24695996,NueGo,Electric AC Seater (2+2),06h 50m,2024-08-14,2024-08-15,2024-08-14 21:30:00,2024-08-15 04:20:00,4.3,1139,26,Hyderabad to Vijayawada,Hyderabad,Vijayawada,govt
31075834,Zingbus Plus,AC Seater / Sleeper (2+1),06h 35m,2024-08-14,2024-08-15,2024-08-14 23:35:00,2024-08-15 06:10:00,4.4,1219,23,Hyderabad to Vijayawada,Hyderabad,Vijayawada,govt
23890647,NueGo,Electric AC Seater (2+2),07h 00m,2024-08-14,2024-08-14,2024-08-14 16:00:00,2024-08-14 23:00:00,4.3,1044,29,Hyderabad to Vijayawada,Hyderabad,Vijayawada,govt
27260972,NueGo,Electric AC Seater (2+2),06h 40m,2024-08-14,2024-08-14,2024-08-14 15:00:00,2024-08-14 21:40:00,4.3,769,23,Hyderabad to Vijayawada,Hyderabad,Vijayawada,govt
23890649,NueGo,Electric AC Seater (2+2),06h 25m,2024-08-14,2024-08-14,2024-08-14 12:00:00,2024-08-14 18:25:00,4.3,379,32,Hyderabad to Vijayawada,Hyderabad,Vijayawada,govt
24571511,NueGo,Electric AC Seater (2+2),06h 25m,2024-08-14,2024-08-14,2024-08-14 10:00:00,2024-08-14 16:25:00,4.2,379,32,Hyderabad to Vijayawada,Hyderabad,Vijayawada,govt
23890648,NueGo,Electric AC Seater (2+2),06h 40m,2024-08-14,2024-08-14,2024-08-14 13:30:00,2024-08-14 20:10:00,4.2,664,32,Hyderabad to Vijayawada,Hyderabad,Vijayawada,govt
