,Bus_name,Bus_type,Start_time,End_time,Total_duration,Price,Seats_Available,Ratings,Route_link,Route_name
5611,KSRTC (Kerala) - 780,Super Fast Non AC Seater (2+3),19:10,21:10,02h 00m,INR 111,49 Seats available,4.1,https://www.redbus.in/bus-tickets/kozhikode-to-kalpetta,Kozhikode to Kalpetta (kerala)
5612,KSRTC (Kerala) - 779,Super Fast Non AC Seater (2+3),21:45,22:55,01h 10m,INR 111,50 Seats available,4.1,https://www.redbus.in/bus-tickets/kozhikode-to-kalpetta,Kozhikode to Kalpetta (kerala)
5613,KSRTC (Kerala) - 549,Super Deluxe Non AC Seater Air Bus (2+2),22:15,00:50,02h 35m,INR 145,36 Seats available,4.1,https://www.redbus.in/bus-tickets/kozhikode-to-kalpetta,Kozhikode to Kalpetta (kerala)
5614,KSRTC (Kerala) - 833,Super Fast Non AC Seater (2+3),22:15,00:30,02h 15m,INR 111,50 Seats available,4.1,https://www.redbus.in/bus-tickets/kozhikode-to-kalpetta,Kozhikode to Kalpetta (kerala)
5615,KSRTC (Kerala) - 719,Super Fast Non AC Seater (2+3),23:00,01:00,02h 00m,INR 111,49 Seats available,"5.0
4",https://www.redbus.in/bus-tickets/kozhikode-to-kalpetta,Kozhikode to Kalpetta (kerala)
5616,KSRTC (Kerala) - 96,Swift Deluxe Non AC Air Bus (2+2),23:05,00:30,01h 25m,INR 145,34 Seats available,4.1,https://www.redbus.in/bus-tickets/kozhikode-to-kalpetta,Kozhikode to Kalpetta (kerala)
5617,KSRTC (Kerala) - 757,Super Fast Non AC Seater (2+3),23:20,01:20,02h 00m,INR 111,50 Seats available,4.1,https://www.redbus.in/bus-tickets/kozhikode-to-kalpetta,Kozhikode to Kalpetta (kerala)
5618,KSRTC (Kerala) - 170,Swift Deluxe Non AC Air Bus (2+2),23:50,01:30,01h 40m,INR 145,31 Seats available,4.1,https://www.redbus.in/bus-tickets/kozhikode-to-kalpetta,Kozhikode to Kalpetta (kerala)
5619,Kyros Connect,Bharat Benz A/C Semi Sleeper (2+2),12:15,14:25,02h 10m,INR 500,36 Seats available,"4.1
9",https://www.redbus.in/bus-tickets/kozhikode-to-kalpetta,Kozhikode to Kalpetta (kerala)
5620,Kyros Connect,Bharat Benz A/C Semi Sleeper (2+2),12:15,15:40,03h 25m,INR 500,38 Seats available,4.1,https://www.redbus.in/bus-tickets/kozhikode-to-kalpetta,Kozhikode to Kalpetta (kerala)
5621,LIYAS TOURS,Bharat Benz A/C Sleeper (2+1),03:40,05:25,01h 45m,1199,27 Seats available,4.0,https://www.redbus.in/bus-tickets/kozhikode-to-kalpetta,Kozhikode to Kalpetta (kerala)
5622,Cochin Express,A/C Sleeper (2+1),02:30,04:45,02h 15m,INR 800,13 Seats available,4.0,https://www.redbus.in/bus-tickets/kozhikode-to-kalpetta,Kozhikode to Kalpetta (kerala)
5623,Cochin Express,Volvo Multi-Axle B9R A/c Semi Sleeper (2+2),02:20,04:45,02h 25m,INR 567,31 Seats available,4.0,https://www.redbus.in/bus-tickets/kozhikode-to-kalpetta,Kozhikode to Kalpetta (kerala)
5624,Cochin Express,A/C Sleeper (2+1),02:30,06:14,03h 44m,INR 800,13 Seats available,4.0,https://www.redbus.in/bus-tickets/kozhikode-to-kalpetta,Kozhikode to Kalpetta (kerala)
5625,Cochin Express,Volvo Multi-Axle B9R A/c Semi Sleeper (2+2),02:20,04:45,02h 25m,INR 567,31 Seats available,4.0,https://www.redbus.in/bus-tickets/kozhikode-to-kalpetta,Kozhikode to Kalpetta (kerala)
5626,Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),03:30,05:45,02h 15m,INR 500,25 Seats available,3.2,https://www.redbus.in/bus-tickets/kozhikode-to-kalpetta,Kozhikode to Kalpetta (kerala)
5627,Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),13:30,15:55,02h 25m,INR 800,21 Seats available,3.2,https://www.redbus.in/bus-tickets/kozhikode-to-kalpetta,Kozhikode to Kalpetta (kerala)
5628,Sonia Travels,A/C Seater/Sleeper (2+1),02:30,04:30,02h 00m,INR 450,29 Seats available,3.8,https://www.redbus.in/bus-tickets/kozhikode-to-kalpetta,Kozhikode to Kalpetta (kerala)
5629,Sonia Travels,A/C Seater/Sleeper (2+1),02:30,05:15,02h 45m,INR 450,29 Seats available,3.8,https://www.redbus.in/bus-tickets/kozhikode-to-kalpetta,Kozhikode to Kalpetta (kerala)
5630,RAVINA TRAVELS,A/C Sleeper (2+1),14:35,17:15,02h 40m,INR 1599,24 Seats available,3.0,https://www.redbus.in/bus-tickets/kozhikode-to-kalpetta,Kozhikode to Kalpetta (kerala)
5631,KSRTC (Kerala) - 900,Super Fast Non AC Seater (2+3),11:00,14:00,03h 00m,INR 103,43 Seats available,"3.8
86",https://www.redbus.in/bus-tickets/coimbatore-to-ooty,Coimbatore to Ooty
5632,KSRTC (Kerala) - 966,Super Fast Non AC Seater (2+3),19:00,21:30,02h 30m,INR 103,47 Seats available,"3.9
8",https://www.redbus.in/bus-tickets/coimbatore-to-ooty,Coimbatore to Ooty
5633,Narpavi transport,A/C Seater (2+1),07:15,10:00,02h 45m,INR 1400,10 Seats available,"4.1
6",https://www.redbus.in/bus-tickets/coimbatore-to-ooty,Coimbatore to Ooty
5634,KSRTC (Kerala) - 553,Super Deluxe Non AC Seater Air Bus (2+2),00:10,01:25,01h 15m,INR 134,33 Seats available,3.6,https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,Kalpetta (kerala) to Kozhikode
5635,KSRTC (Kerala) - 789,Super Fast Non AC Seater (2+3),02:05,04:25,02h 20m,INR 473,40 Seats available,3.6,https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,Kalpetta (kerala) to Kozhikode
5636,KSRTC (Kerala) - 51,Swift Deluxe Non AC Air Bus (2+2),02:50,04:24,01h 34m,INR 145,39 Seats available,3.6,https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,Kalpetta (kerala) to Kozhikode
5637,KSRTC (Kerala) - 1077,Super Fast Non AC Seater (2+3),03:50,05:50,02h 00m,INR 111,50 Seats available,3.6,https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,Kalpetta (kerala) to Kozhikode
5638,KSRTC (Kerala) - 794,Super Fast Non AC Seater (2+3),04:45,06:40,01h 55m,INR 111,50 Seats available,3.6,https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,Kalpetta (kerala) to Kozhikode
5639,KSRTC (Kerala) - 1586,Super Deluxe Non AC Seater Air Bus (2+2),04:46,06:36,01h 50m,INR 145,32 Seats available,3.6,https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,Kalpetta (kerala) to Kozhikode
5640,KSRTC (Kerala) - 1992,Super Fast Non AC Seater (2+3),05:05,07:35,02h 30m,INR 111,50 Seats available,3.6,https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,Kalpetta (kerala) to Kozhikode
5641,KSRTC (Kerala) - 2006,Super Fast Non AC Seater (2+3),06:15,08:35,02h 20m,INR 111,50 Seats available,3.6,https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,Kalpetta (kerala) to Kozhikode
5642,KSRTC (Kerala) - 761,Super Fast Non AC Seater (2+3),06:40,08:45,02h 05m,INR 113,50 Seats available,3.6,https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,Kalpetta (kerala) to Kozhikode
5643,KSRTC (Kerala) - 813,Super Fast Non AC Seater (2+3),07:15,09:40,02h 25m,INR 111,50 Seats available,3.6,https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,Kalpetta (kerala) to Kozhikode
5644,KSRTC (Kerala) - 353,Super Fast Non AC Seater (2+3),07:50,10:15,02h 25m,INR 111,49 Seats available,3.6,https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,Kalpetta (kerala) to Kozhikode
5645,KSRTC (Kerala) - 713,Super Fast Non AC Seater (2+3),07:55,10:45,02h 50m,INR 111,50 Seats available,3.6,https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,Kalpetta (kerala) to Kozhikode
5646,KSRTC (Kerala) - 822,Super Fast Non AC Seater (2+3),08:05,10:45,02h 40m,INR 111,50 Seats available,3.6,https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,Kalpetta (kerala) to Kozhikode
5647,KSRTC (Kerala) - 773,Super Fast Non AC Seater (2+3),08:50,10:55,02h 05m,INR 111,50 Seats available,3.6,https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,Kalpetta (kerala) to Kozhikode
5648,KSRTC (Kerala) - 893,Super Fast Non AC Seater (2+3),09:40,12:10,02h 30m,INR 108,43 Seats available,"4.3
7",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,Kalpetta (kerala) to Kozhikode
5649,KSRTC (Kerala) - 991,Super Fast Non AC Seater (2+3),10:05,12:50,02h 45m,INR 108,43 Seats available,3.6,https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,Kalpetta (kerala) to Kozhikode
5650,KSRTC (Kerala) - 1023,Super Fast Non AC Seater (2+3),10:05,12:40,02h 35m,INR 108,43 Seats available,3.6,https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,Kalpetta (kerala) to Kozhikode
5651,KSRTC (Kerala) - 894,Super Fast Non AC Seater (2+3),10:41,13:11,02h 30m,INR 108,42 Seats available,3.6,https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,Kalpetta (kerala) to Kozhikode
5652,KSRTC (Kerala) - 820,Super Fast Non AC Seater (2+3),11:00,12:55,01h 55m,INR 111,48 Seats available,3.6,https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,Kalpetta (kerala) to Kozhikode
5653,KSRTC (Kerala) - 596,Super Deluxe Non AC Seater Air Bus (2+2),11:32,13:40,02h 08m,INR 129,37 Seats available,"3.2
5",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,Kalpetta (kerala) to Kozhikode
5654,KSRTC (Kerala) - 427,Super Fast Non AC Seater (2+3),12:05,13:55,01h 50m,INR 111,49 Seats available,3.6,https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,Kalpetta (kerala) to Kozhikode
5655,KSRTC (Kerala) - 993,Super Fast Non AC Seater (2+3),12:15,14:50,02h 35m,INR 108,43 Seats available,3.6,https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,Kalpetta (kerala) to Kozhikode
5656,KSRTC (Kerala) - 933,Super Fast Non AC Seater (2+3),12:40,15:10,02h 30m,INR 108,43 Seats available,3.6,https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,Kalpetta (kerala) to Kozhikode
5657,KSRTC (Kerala) - 766,Super Fast Non AC Seater (2+3),12:40,14:35,01h 55m,INR 111,50 Seats available,3.6,https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,Kalpetta (kerala) to Kozhikode
5658,KSRTC (Kerala) - 758,Super Fast Non AC Seater (2+3),13:25,15:45,02h 20m,INR 111,48 Seats available,3.6,https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,Kalpetta (kerala) to Kozhikode
5659,KSRTC (Kerala) - 718,Super Fast Non AC Seater (2+3),13:45,16:05,02h 20m,INR 111,47 Seats available,3.6,https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,Kalpetta (kerala) to Kozhikode
5660,KSRTC (Kerala) - 323,Super Fast Non AC Seater (2+3),15:30,17:25,01h 55m,INR 111,48 Seats available,"2.4
6",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,Kalpetta (kerala) to Kozhikode
5661,KSRTC (Kerala) - 1164,Super Fast Non AC Seater (2+3),16:05,18:35,02h 30m,INR 108,43 Seats available,"4.2
4",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,Kalpetta (kerala) to Kozhikode
5662,KSRTC (Kerala) - 48,Swift Deluxe Non AC Air Bus (2+2),17:10,19:00,01h 50m,INR 145,40 Seats available,"3.8
8",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,Kalpetta (kerala) to Kozhikode
5663,KSRTC (Kerala) - 814,Super Fast Non AC Seater (2+3),17:15,19:15,02h 00m,INR 111,49 Seats available,3.6,https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,Kalpetta (kerala) to Kozhikode
5664,KSRTC (Kerala) - 1129,Super Fast Non AC Seater (2+3),17:31,20:16,02h 45m,INR 108,39 Seats available,"2.7
4",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,Kalpetta (kerala) to Kozhikode
5665,KSRTC (Kerala) - 567,Super Deluxe Non AC Seater Air Bus (2+2),18:01,20:40,02h 39m,INR 129,38 Seats available,3.6,https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,Kalpetta (kerala) to Kozhikode
5666,KSRTC (Kerala) - 2206,Super Deluxe Non AC Seater Air Bus (2+2),18:40,20:34,01h 54m,INR 134,38 Seats available,3.6,https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,Kalpetta (kerala) to Kozhikode
5667,KSRTC (Kerala) - 42,Swift Deluxe Non AC Air Bus (2+2),18:55,21:25,02h 30m,INR 145,38 Seats available,3.6,https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,Kalpetta (kerala) to Kozhikode
5668,KSRTC (Kerala) - 815,Super Fast Non AC Seater (2+3),19:20,21:10,01h 50m,INR 111,50 Seats available,3.6,https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,Kalpetta (kerala) to Kozhikode
5669,KSRTC (Kerala) - 1378,AC MULTI AXLE,19:20,20:50,01h 30m,INR 227,40 Seats available,3.6,https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,Kalpetta (kerala) to Kozhikode
5670,KSRTC (Kerala) - 1193,Super Fast Non AC Seater (2+3),19:35,21:35,02h 00m,INR 108,49 Seats available,3.6,https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,Kalpetta (kerala) to Kozhikode
5671,KSRTC (Kerala) - 44,Swift Deluxe Non AC Air Bus (2+2),20:05,21:50,01h 45m,INR 145,39 Seats available,3.6,https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,Kalpetta (kerala) to Kozhikode
5672,KSRTC (Kerala) - 781,Super Fast Non AC Seater (2+3),20:20,22:45,02h 25m,INR 111,50 Seats available,3.6,https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,Kalpetta (kerala) to Kozhikode
5673,KSRTC (Kerala) - 582,Super Deluxe Non AC Seater Air Bus (2+2),20:30,22:40,02h 10m,INR 129,38 Seats available,3.6,https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,Kalpetta (kerala) to Kozhikode
5674,KSRTC (Kerala) - 409,Super Deluxe Non AC Seater Air Bus (2+2),20:30,22:15,01h 45m,INR 145,36 Seats available,3.6,https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,Kalpetta (kerala) to Kozhikode
5675,KSRTC (Kerala) - 560,Super Deluxe Non AC Seater Air Bus (2+2),20:35,22:10,01h 35m,INR 134,37 Seats available,3.6,https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,Kalpetta (kerala) to Kozhikode
5676,KSRTC (Kerala) - 1200,Super Deluxe Non AC Seater Air Bus (2+2),20:41,22:35,01h 54m,INR 134,37 Seats available,3.6,https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,Kalpetta (kerala) to Kozhikode
5677,KSRTC (Kerala) - 798,Super Fast Non AC Seater (2+3),20:50,23:00,02h 10m,INR 111,49 Seats available,3.6,https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,Kalpetta (kerala) to Kozhikode
5678,KSRTC (Kerala) - 370,AC MULTI AXLE,20:55,22:20,01h 25m,INR 227,45 Seats available,3.6,https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,Kalpetta (kerala) to Kozhikode
5679,KSRTC (Kerala) - 129,SWIFT-GARUDA A/C SEATER BUS,21:05,22:50,01h 45m,INR 155,36 Seats available,3.6,https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,Kalpetta (kerala) to Kozhikode
5680,KSRTC (Kerala) - 673,Super Fast Non AC Seater (2+3),21:10,23:25,02h 15m,INR 111,50 Seats available,3.6,https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,Kalpetta (kerala) to Kozhikode
5681,KSRTC (Kerala) - 586,Super Deluxe Non AC Seater Air Bus (2+2),21:15,22:50,01h 35m,INR 129,36 Seats available,3.6,https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,Kalpetta (kerala) to Kozhikode
5682,KSRTC (Kerala) - 345,Super Fast Non AC Seater (2+3),21:51,23:55,02h 04m,INR 108,49 Seats available,3.6,https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,Kalpetta (kerala) to Kozhikode
5683,KSRTC (Kerala) - 407,Super Deluxe Non AC Seater Air Bus (2+2),22:00,23:25,01h 25m,INR 145,32 Seats available,3.6,https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,Kalpetta (kerala) to Kozhikode
5684,KSRTC (Kerala) - 793,Super Fast Non AC Seater (2+3),22:05,00:00,01h 55m,INR 111,48 Seats available,3.6,https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,Kalpetta (kerala) to Kozhikode
5685,KSRTC (Kerala) - 505,Super Deluxe Non AC Seater Air Bus (2+2),22:25,23:59,01h 34m,INR 145,37 Seats available,"3.9
5",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,Kalpetta (kerala) to Kozhikode
5686,KSRTC (Kerala) - 97,Swift Deluxe Non AC Air Bus (2+2),22:31,00:50,02h 19m,INR 145,35 Seats available,3.6,https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,Kalpetta (kerala) to Kozhikode
5687,KSRTC (Kerala) - 2072,Super Deluxe Non AC Seater Air Bus (2+2),22:55,00:30,01h 35m,INR 145,35 Seats available,3.6,https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,Kalpetta (kerala) to Kozhikode
5688,KSRTC (Kerala) - 171,Swift Deluxe Non AC Air Bus (2+2),23:30,01:20,01h 50m,INR 145,41 Seats available,3.6,https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,Kalpetta (kerala) to Kozhikode
5689,Kyros Connect,Bharat Benz A/C Semi Sleeper (2+2),07:30,09:00,01h 30m,INR 250,44 Seats available,"4.0
7",https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,Kalpetta (kerala) to Kozhikode
5690,Kyros Connect,Bharat Benz A/C Semi Sleeper (2+2),06:32,09:00,02h 28m,INR 250,40 Seats available,4.2,https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,Kalpetta (kerala) to Kozhikode
5691,Cochin Express,Volvo Multi-Axle B9R A/c Semi Sleeper (2+2),22:25,23:59,01h 34m,INR 667,39 Seats available,4.0,https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,Kalpetta (kerala) to Kozhikode
5692,Cochin Express,A/C Sleeper (2+1),22:30,23:59,01h 29m,INR 807,26 Seats available,4.0,https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,Kalpetta (kerala) to Kozhikode
5693,Cochin Express,A/C Sleeper (2+1),22:30,23:59,01h 29m,INR 807,26 Seats available,4.0,https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,Kalpetta (kerala) to Kozhikode
5694,Cochin Express,Volvo Multi-Axle B9R A/c Semi Sleeper (2+2),22:25,23:59,01h 34m,INR 667,39 Seats available,4.0,https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,Kalpetta (kerala) to Kozhikode
5695,Sonia Travels,A/C Seater/Sleeper (2+1),19:30,23:29,03h 59m,INR 750,40 Seats available,3.8,https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,Kalpetta (kerala) to Kozhikode
5696,Sonia Travels,A/C Seater/Sleeper (2+1),21:30,23:29,01h 59m,INR 750,40 Seats available,3.8,https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,Kalpetta (kerala) to Kozhikode
5697,A1 Travels,Bharat Benz A/C Sleeper (2+1),21:00,23:30,02h 30m,INR 800,30 Seats available,3.7,https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,Kalpetta (kerala) to Kozhikode
5698,RAVINA TRAVELS,A/C Sleeper (2+1),10:40,13:00,02h 20m,INR 1199,21 Seats available,3.0,https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,Kalpetta (kerala) to Kozhikode
5699,Cochin Express,A/C Seater Push Back (2+2),22:30,23:55,01h 25m,INR 650,41 Seats available,4.0,https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,Kalpetta (kerala) to Kozhikode
5700,Cochin Express,A/C Seater Push Back (2+2),22:30,23:55,01h 25m,INR 650,41 Seats available,4.0,https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,Kalpetta (kerala) to Kozhikode
5701,Sri Tourist,A/C Sleeper (2+1),00:55,02:40,01h 45m,INR 2398,36 Seats available,2.2,https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,Kalpetta (kerala) to Kozhikode
5702,Sri Tourist,A/C Sleeper (2+1),00:50,02:40,01h 50m,INR 2398,36 Seats available,2.2,https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode,Kalpetta (kerala) to Kozhikode
5703,SBSTC-BURDWAN - KOLKATA - 05:45 (BWN DEPOT) - 2,Non AC Seater (2+3),05:45,07:45,02h 00m,INR 95,50 Seats available,"4.3
69",https://www.redbus.in/bus-tickets/burdwan-to-kolkata,Burdwan to Kolkata
5704,SBSTC-BURDWAN - KARUNAMOYEE - 05:50 (BWN DEPOT) - 44,Non AC Seater (2+3),05:50,08:20,02h 30m,INR 100,32 Seats available,"4.1
142",https://www.redbus.in/bus-tickets/burdwan-to-kolkata,Burdwan to Kolkata
5705,SBSTC-BURDWAN - KOLKATA - 06:15 (BWN DEPOT) - 4,Non AC Seater (2+3),06:15,08:15,02h 00m,INR 95,45 Seats available,"3.8
104",https://www.redbus.in/bus-tickets/burdwan-to-kolkata,Burdwan to Kolkata
5706,SBSTC-BURDWAN - KARUNAMOYEE - 06:25 (BWN DEPOT) - 45,Non AC Seater (2+3),06:25,08:55,02h 30m,INR 100,10 Seats available,"4.2
113",https://www.redbus.in/bus-tickets/burdwan-to-kolkata,Burdwan to Kolkata
5707,SBSTC-BURDWAN - KARUNAMOYEE - 07:10 (BWN DEPOT) - 692,Non AC Seater (2+3),07:10,09:40,02h 30m,INR 100,24 Seats available,"4.2
125",https://www.redbus.in/bus-tickets/burdwan-to-kolkata,Burdwan to Kolkata
5708,SBSTC-BURDWAN - KOLKATA - 07:25 (BWN DEPOT) - 9,Non AC Seater (2+3),07:25,09:25,02h 00m,INR 95,32 Seats available,"4.1
98",https://www.redbus.in/bus-tickets/burdwan-to-kolkata,Burdwan to Kolkata
5709,SBSTC-BURDWAN - KARUNAMOYEE - 07:30 (BWN DEPOT) - 454,Non AC Seater (2+3),07:30,10:00,02h 30m,INR 100,33 Seats available,"4.0
99",https://www.redbus.in/bus-tickets/burdwan-to-kolkata,Burdwan to Kolkata
5710,SBSTC-BURDWAN - KARUNAMOYEE - 08:00 (BWN DEPOT) - 48,Non AC Seater (2+3),08:00,10:30,02h 30m,INR 100,42 Seats available,"4.2
139",https://www.redbus.in/bus-tickets/burdwan-to-kolkata,Burdwan to Kolkata
5711,SBSTC-BURDWAN - KARUNAMOYEE - A/C - 08:15 (BWN DEPOT) - 673,AC Seater (2+2),08:15,10:45,02h 30m,INR 200,21 Seats available,"4.3
95",https://www.redbus.in/bus-tickets/burdwan-to-kolkata,Burdwan to Kolkata
5712,SBSTC-BURDWAN - KOLKATA - 08:15 (BWN DEPOT) - 13,Non AC Seater (2+3),08:15,10:15,02h 00m,INR 95,51 Seats available,"4.3
105",https://www.redbus.in/bus-tickets/burdwan-to-kolkata,Burdwan to Kolkata
5713,SBSTC-BURDWAN - KARUNAMOYEE - 08:30 (BWN DEPOT) - 49,Non AC Seater (2+3),08:30,11:00,02h 30m,INR 100,40 Seats available,"4.3
120",https://www.redbus.in/bus-tickets/burdwan-to-kolkata,Burdwan to Kolkata
5714,SBSTC-BURDWAN - KOLKATA - 08:35 (KALNA DEPOT) - 461,Non AC Seater (2+3),08:35,10:35,02h 00m,INR 95,52 Seats available,"3.1
36",https://www.redbus.in/bus-tickets/burdwan-to-kolkata,Burdwan to Kolkata
5715,SBSTC-BURDWAN - KARUNAMOYEE - 09:00 (BWN DEPOT) - 50,Non AC Seater (2+3),09:00,11:30,02h 30m,INR 100,48 Seats available,"4.0
131",https://www.redbus.in/bus-tickets/burdwan-to-kolkata,Burdwan to Kolkata
5716,SBSTC-BURDWAN - KARUNAMOYEE - 09:30 (KALNA DEPOT) - 51,Non AC Seater (2+3),09:30,12:00,02h 30m,INR 100,47 Seats available,"4.2
119",https://www.redbus.in/bus-tickets/burdwan-to-kolkata,Burdwan to Kolkata
5717,SBSTC-BURDWAN - KOLKATA - 09:30 (BWN DEPOT) - 18,Non AC Seater (2+3),09:30,11:30,02h 00m,INR 95,48 Seats available,"4.2
65",https://www.redbus.in/bus-tickets/burdwan-to-kolkata,Burdwan to Kolkata
5718,SBSTC-BURDWAN - KOLKATA - 10:00 (KALNA DEPOT) - 20,Non AC Seater (2+3),10:00,12:00,02h 00m,INR 95,52 Seats available,"3.8
28",https://www.redbus.in/bus-tickets/burdwan-to-kolkata,Burdwan to Kolkata
5719,SBSTC-BURDWAN - KARUNAMOYEE - 10:15 (BWN DEPOT) - 52,Non AC Seater (2+3),10:15,12:45,02h 30m,INR 100,50 Seats available,"4.0
99",https://www.redbus.in/bus-tickets/burdwan-to-kolkata,Burdwan to Kolkata
5720,SBSTC-BURDWAN - KOLKATA - 10:30 (BWN DEPOT) - 21,Non AC Seater (2+3),10:30,12:30,02h 00m,INR 95,51 Seats available,"3.6
40",https://www.redbus.in/bus-tickets/burdwan-to-kolkata,Burdwan to Kolkata
5721,SBSTC-BURDWAN - KARUNAMOYEE - 11:00 (BWN DEPOT) - 705,Non AC Seater (2+3),11:00,13:30,02h 30m,INR 100,47 Seats available,"3.6
53",https://www.redbus.in/bus-tickets/burdwan-to-kolkata,Burdwan to Kolkata
5722,SBSTC-BURDWAN - KOLKATA - 11:30 (BWN DEPOT) - 23,Non AC Seater (2+3),11:30,13:30,02h 00m,INR 95,52 Seats available,"4.0
34",https://www.redbus.in/bus-tickets/burdwan-to-kolkata,Burdwan to Kolkata
5723,SBSTC-BURDWAN - KARUNAMOYEE - 11:45 (BWN DEPOT) - 53,Non AC Seater (2+3),11:45,14:15,02h 30m,INR 100,52 Seats available,"3.4
52",https://www.redbus.in/bus-tickets/burdwan-to-kolkata,Burdwan to Kolkata
5724,SBSTC-BURDWAN - KOLKATA - 12:30 (BWN DEPOT) - 25,Non AC Seater (2+3),12:30,14:30,02h 00m,INR 95,52 Seats available,"4.1
31",https://www.redbus.in/bus-tickets/burdwan-to-kolkata,Burdwan to Kolkata
5725,SBSTC-BURDWAN - KARUNAMOYEE - 12:30 (BWN DEPOT) - 54,Non AC Seater (2+3),12:30,15:00,02h 30m,INR 100,51 Seats available,"4.4
84",https://www.redbus.in/bus-tickets/burdwan-to-kolkata,Burdwan to Kolkata
5726,SBSTC-BURDWAN - KOLKATA - 13:30 (BWN DEPOT) - 27,Non AC Seater (2+3),13:30,15:30,02h 00m,INR 95,52 Seats available,"3.2
31",https://www.redbus.in/bus-tickets/burdwan-to-kolkata,Burdwan to Kolkata
5727,SBSTC-BURDWAN - KARUNAMOYEE - 13:30 (BWN DEPOT) - 55,Non AC Seater (2+3),13:30,16:00,02h 30m,INR 100,51 Seats available,"4.4
89",https://www.redbus.in/bus-tickets/burdwan-to-kolkata,Burdwan to Kolkata
